id,departement-nom,titulaire-profession,titulaire-soutien,date,titulaire-soutien-harmo
EL009_L_1958_11_033_04_2_PF_02,Gironde,tourneur sur métaux,Parti communiste français,30/11/1958,Parti communiste français
EL009_L_1958_11_033_04_2_PF_03,Gironde,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,30/11/1958,SFIO
EL009_L_1958_11_033_05_2_PF_01,Gironde,agriculteur-viticulteur,Union pour la nouvelle République,30/11/1958,UNR
EL009_L_1958_11_033_05_2_PF_02,Gironde,aviculteur,Parti communiste français,30/11/1958,Parti communiste français
EL009_L_1958_11_033_05_2_PF_03,Gironde,propriétaire viticulteur-sylviculteur et éleveur,Parti socialiste Section française de l'Internationale ouvrière,30/11/1958,SFIO
EL009_L_1958_11_033_06_2_PF_01,Gironde,docteur en médecine,Union pour la nouvelle République,30/11/1958,UNR
EL009_L_1958_11_033_06_2_PF_02,Gironde,cheminot,Parti communiste français,30/11/1958,Parti communiste français
EL009_L_1958_11_033_06_2_PF_03,Gironde,secrétaire général mairie,Parti socialiste Section française de l'Internationale ouvrière,30/11/1958,SFIO
EL009_L_1958_11_033_07_2_PF_01,Gironde,non mentionné,Union pour la nouvelle République,30/11/1958,UNR
EL009_L_1958_11_033_07_2_PF_02,Gironde,gemmeur,Parti communiste français,30/11/1958,Parti communiste français
EL009_L_1958_11_033_07_2_PF_03,Gironde,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,30/11/1958,SFIO
EL009_L_1958_11_033_08_2_PF_01,Gironde,non mentionné,Indépendants et paysans,30/11/1958,CNIP / Indépendants et paysans
EL009_L_1958_11_033_08_2_PF_02,Gironde,propriétaire,Union des jeunes combattants des résistants des patriotes,30/11/1958,Gauche autogestionnaire / résistante
EL009_L_1958_11_033_09_2_PF_01,Gironde,avocat Barreau,Union pour la nouvelle République,30/11/1958,UNR
EL009_L_1958_11_033_09_2_PF_02,Gironde,instituteur honoraire,Parti communiste français,30/11/1958,Parti communiste français
EL009_L_1958_11_033_09_2_PF_03,Gironde,non mentionné,Parti socialiste,30/11/1958,Parti socialiste
EL010_L_1958_11_055_02_2_PF_01,Meuse,non mentionné,Parti communiste français,30/11/1958,Parti communiste français
EL010_L_1958_11_055_02_2_PF_02,Meuse,non mentionné,Centre républicain,30/11/1958,Centre républicain
EL010_L_1958_11_055_02_2_PF_03,Meuse,avocat Barreau,Union pour la nouvelle République,30/11/1958,UNR
EL011_L_1958_11_080_01_2_PF_01,Somme,opticien,Union pour la nouvelle République,30/11/1958,UNR
EL011_L_1958_11_080_01_2_PF_02,Somme,non mentionné,Parti communiste français,30/11/1958,Parti communiste français
EL011_L_1958_11_080_01_2_PF_03,Somme,non mentionné,Parti socialiste,30/11/1958,Parti socialiste
EL011_L_1958_11_080_02_2_PF_01,Somme,non mentionné,Parti communiste français,30/11/1958,Parti communiste français
EL011_L_1958_11_080_02_2_PF_02,Somme,artisan peintre,aucun parti politique,30/11/1958,Sans parti
EL011_L_1958_11_080_02_2_PF_03,Somme,non mentionné,Indépendant et paysan,30/11/1958,CNIP / Indépendants et paysans
EL011_L_1958_11_080_03_2_PF_01,Somme,transporteur,Union pour la nouvelle République,30/11/1958,UNR
EL011_L_1958_11_080_03_2_PF_02,Somme,cheminot,Parti communiste français,30/11/1958,Parti communiste français
EL011_L_1958_11_080_05_2_PF_01,Somme,non mentionné,Union pour la nouvelle République,30/11/1958,UNR
EL011_L_1958_11_080_05_2_PF_02,Somme,non mentionné,Parti communiste français,30/11/1958,Parti communiste français
EL011_L_1958_11_089_01_2_PF_01,Yonne,non mentionné,Centre national des indépendants et paysans,30/11/1958,CNIP / Indépendants et paysans
EL011_L_1958_11_089_01_2_PF_02,Yonne,non mentionné,Parti communiste français,30/11/1958,Parti communiste français
EL011_L_1958_11_089_01_2_PF_03,Yonne,non mentionné,non mentionné,30/11/1958,Non mentionné
EL011_L_1958_11_089_01_2_PF_04,Yonne,avocat Barreau,Union pour la nouvelle République,30/11/1958,UNR
EL011_L_1958_11_089_02_2_PF_01,Yonne,non mentionné,non mentionné,30/11/1958,Non mentionné
EL011_L_1958_11_089_02_2_PF_02,Yonne,non mentionné,Indépendant et paysan,30/11/1958,CNIP / Indépendants et paysans
EL011_L_1958_11_089_02_2_PF_03,Yonne,non mentionné,Parti communiste français,30/11/1958,Parti communiste français
EL011_L_1958_11_089_02_2_PF_04,Yonne,journaliste parlementaire,Parti socialiste Section française de l'Internationale ouvrière,30/11/1958,SFIO
EL011_L_1958_11_089_03_2_PF_01,Yonne,minotier,non mentionné,30/11/1958,Non mentionné
EL011_L_1958_11_089_03_2_PF_02,Yonne,non mentionné,Parti communiste français,30/11/1958,Parti communiste français
EL011_L_1958_11_089_03_2_PF_03,Yonne,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,30/11/1958,SFIO
EL009_L_1959_04_007_03_1_PF_01,Ardèche,imprimeur-directeur journal,Union pour la nouvelle République,05/04/1959,UNR
EL009_L_1959_04_007_03_1_PF_02,Ardèche,directeur services sociaux,Mouvement républicain populaire,05/04/1959,Mouvement républicain populaire
EL009_L_1959_04_007_03_1_PF_03,Ardèche,non mentionné,Parti communiste français,05/04/1959,Parti communiste français
EL009_L_1959_04_007_03_1_PF_04,Ardèche,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,05/04/1959,SFIO
EL009_L_1959_04_007_03_1_PF_05,Ardèche,exploitant agricole,Union républicaine ardéchoise,05/04/1959,Liste locale / régionale
EL009_L_1959_04_007_03_2_PF_01,Ardèche,imprimeur-directeur journal,Union pour la nouvelle République,12/04/1959,UNR
EL009_L_1959_04_007_03_2_PF_02,Ardèche,non mentionné,Parti communiste français,12/04/1959,Parti communiste français
EL027_L_1962_11_007_01_1_PF_01,Ardèche,maître-mécanicien,Indépendant,18/11/1962,Indépendant
EL027_L_1962_11_007_01_1_PF_02,Ardèche,instituteur,Parti communiste français,18/11/1962,Parti communiste français
EL027_L_1962_11_007_01_1_PF_03,Ardèche,ingénieur Travaux publics de l'Etat,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL027_L_1962_11_007_01_1_PF_04,Ardèche,agriculteur,Mouvement républicain populaire,18/11/1962,Mouvement républicain populaire
EL027_L_1962_11_007_02_1_PF_01,Ardèche,non mentionné,Républicain indépendant,18/11/1962,Républicains indépendants
EL027_L_1962_11_007_02_1_PF_02,Ardèche,conducteur de travaux Ponts et Chaussées,Parti communiste français,18/11/1962,Parti communiste français
EL027_L_1962_11_007_02_1_PF_03,Ardèche,voyageur de commerce,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL027_L_1962_11_007_03_1_PF_01,Ardèche,docteur-vétérinaire,républicain d'action sociale familiale,18/11/1962,Divers républicain
EL027_L_1962_11_007_03_1_PF_02,Ardèche,cultivateur,Parti communiste français,18/11/1962,Parti communiste français
EL027_L_1962_11_007_03_1_PF_03,Ardèche,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL027_L_1962_11_007_03_1_PF_04,Ardèche,non mentionné,Républicain indépendant,18/11/1962,Républicains indépendants
EL028_L_1962_11_031_01_1_PF_01,Haute-Garonne,professeur Université,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_031_01_1_PF_02,Haute-Garonne,ouvrier chimiste,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_031_01_1_PF_03,Haute-Garonne,professeur mécanique rationnelle Faculté des Sciences,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL028_L_1962_11_031_01_1_PF_04,Haute-Garonne,avocat Cour,Rassemblement démocratique,18/11/1962,Divers droite républicaine
EL028_L_1962_11_031_01_1_PF_05,Haute-Garonne,chargé de cours Institut du Génie chimique,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_031_02_1_PF_01,Haute-Garonne,administrateur civil,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_031_02_1_PF_02,Haute-Garonne,cheminot,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_031_02_1_PF_03,Haute-Garonne,professeur,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL028_L_1962_11_031_02_1_PF_04,Haute-Garonne,chef de service Mairie,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_031_02_1_PF_05,Haute-Garonne,avocat Cour,indépendant,18/11/1962,Indépendant
EL028_L_1962_11_031_03_1_PF_01,Haute-Garonne,employé,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_031_03_1_PF_02,Haute-Garonne,cadre administratif ONIA,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_031_03_1_PF_03,Haute-Garonne,instituteur,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL028_L_1962_11_031_03_1_PF_04,Haute-Garonne,professeur Faculté de Droit,Rassemblement démocratique,18/11/1962,Divers droite républicaine
EL028_L_1962_11_031_03_1_PF_05,Haute-Garonne,avocat Cour,Mouvement républicain populaire,18/11/1962,Mouvement républicain populaire
EL028_L_1962_11_031_03_1_PF_06,Haute-Garonne,docteur en médecine,Union et fraternité française,18/11/1962,Divers historiques / protestataires
EL028_L_1962_11_031_04_1_PF_01,Haute-Garonne,employé EGF,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_031_04_1_PF_02,Haute-Garonne,juge doyen Haute Cour,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_031_04_1_PF_03,Haute-Garonne,non mentionné,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL028_L_1962_11_031_04_1_PF_04,Haute-Garonne,sous-préfet honoraire,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_031_04_1_PF_05,Haute-Garonne,commerçant,Union et fraternité française,18/11/1962,Divers historiques / protestataires
EL028_L_1962_11_031_05_1_PF_01,Haute-Garonne,professeur collège d'enseignement général,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_031_05_1_PF_02,Haute-Garonne,agriculteur,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_031_05_1_PF_03,Haute-Garonne,non mentionné,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_031_06_1_PF_01,Haute-Garonne,employé Sécurité sociale minière,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_031_06_1_PF_02,Haute-Garonne,non mentionné,Mouvement républicain populaire,18/11/1962,Mouvement républicain populaire
EL028_L_1962_11_031_06_1_PF_03,Haute-Garonne,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_031_06_1_PF_04,Haute-Garonne,non mentionné,radical-socialiste,18/11/1962,Parti radical / radical-socialiste
EL028_L_1962_11_033_01_1_PF_01,Gironde,électricien,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_01_1_PF_02,Gironde,non mentionné,Centre national des indépendants et paysans,18/11/1962,CNIP / Indépendants et paysans
EL028_L_1962_11_033_01_1_PF_03,Gironde,chef de division Caisse d'épargne,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_033_10_1_PF_01,Gironde,propriétaire,Centre national des indépendants et paysans,18/11/1962,CNIP / Indépendants et paysans
EL028_L_1962_11_033_10_1_PF_02,Gironde,ouvrier bâtiment,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_10_1_PF_03,Gironde,avocat Cour d'Appel,républicain,18/11/1962,Divers républicain
EL028_L_1962_11_033_02_1_PF_01,Gironde,menuisier,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_02_1_PF_02,Gironde,technicien aéronautique,Mouvement républicain populaire,18/11/1962,Mouvement républicain populaire
EL028_L_1962_11_033_02_1_PF_03,Gironde,agréé Tribunal de commerce,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_033_03_1_PF_01,Gironde,ouvrier SNCF,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_03_1_PF_02,Gironde,professeur enseignement général cours professionnels lycée technique,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_033_03_1_PF_03,Gironde,professeur agrégé Université,Centre national des indépendants et paysans,18/11/1962,CNIP / Indépendants et paysans
EL028_L_1962_11_033_04_1_PF_01,Gironde,ingénieur chimiste,indépendant,18/11/1962,Indépendant
EL028_L_1962_11_033_04_1_PF_02,Gironde,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_033_04_1_PF_03,Gironde,non mentionné,aucun parti politique,18/11/1962,Sans parti
EL028_L_1962_11_033_04_1_PF_04,Gironde,tourneur sur métaux,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_05_1_PF_01,Gironde,chef d'entreprise,Républicain indépendant,18/11/1962,Républicains indépendants
EL028_L_1962_11_033_05_1_PF_02,Gironde,aviculteur,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_05_1_PF_03,Gironde,agriculteur exploitant,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_033_05_1_PF_04,Gironde,docteur,Parti républicain radical et radical-socialiste,18/11/1962,Parti radical / radical-socialiste
EL028_L_1962_11_033_06_1_PF_01,Gironde,cheminot,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_06_1_PF_02,Gironde,professeur Faculté des Sciences,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL028_L_1962_11_033_06_1_PF_03,Gironde,non mentionné,Parti socialiste,18/11/1962,Parti socialiste
EL028_L_1962_11_033_07_1_PF_01,Gironde,ouvrier métallurgiste,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_07_1_PF_02,Gironde,secrétaire général ville,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_033_07_1_PF_03,Gironde,non mentionné,Centre national des indépendants et paysans,18/11/1962,CNIP / Indépendants et paysans
EL028_L_1962_11_033_08_1_PF_01,Gironde,propriétaire viticulteur,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_033_08_1_PF_02,Gironde,propriétaire exploitant,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_08_1_PF_03,Gironde,non mentionné,Centre national des indépendants et paysans,18/11/1962,CNIP / Indépendants et paysans
EL028_L_1962_11_033_08_1_PF_04,Gironde,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_033_09_1_PF_01,Gironde,non mentionné,aucun parti politique,18/11/1962,Sans parti
EL028_L_1962_11_033_09_1_PF_02,Gironde,instituteur honoraire,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_033_09_1_PF_03,Gironde,propriétaire viticulteur,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_033_09_1_PF_04,Gironde,avocat Cour d'Appel,Centre national des indépendants et paysans,18/11/1962,CNIP / Indépendants et paysans
EL028_L_1962_11_033_09_1_PF_05,Gironde,attaché recherches CNRS,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL028_L_1962_11_055_01_1_PF_01,Meuse,non mentionné,non mentionné,18/11/1962,Non mentionné
EL028_L_1962_11_055_01_1_PF_02,Meuse,non mentionné,Parti communiste français,18/11/1962,Parti communiste français
EL028_L_1962_11_055_01_1_PF_03,Meuse,avocat,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL028_L_1962_11_055_02_1_PF_01,Meuse,non mentionné,aucun parti politique,18/11/1962,Sans parti
EL028_L_1962_11_055_02_1_PF_02,Meuse,instituteur,Parti communiste français,18/11/1962,Parti communiste français
EL029_L_1962_11_075_01_1_PF_01,Seine,avocat Cour d'Appel,Parti communiste français,18/11/1962,Parti communiste français
EL029_L_1962_11_075_01_1_PF_02,Seine,maître des requêtes Conseil d'Etat,Centre national des indépendants,18/11/1962,CNIP / Indépendants et paysans
EL029_L_1962_11_075_01_1_PF_03,Seine,cadre industrie,Mouvement républicain populaire,18/11/1962,Mouvement républicain populaire
EL029_L_1962_11_075_10_1_PF_01,Seine,journaliste,Parti communiste français,18/11/1962,Parti communiste français
EL029_L_1962_11_075_10_1_PF_02,Seine,avocat Cour,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL029_L_1962_11_075_10_1_PF_03,Seine,inspecteur honoraire Beaux-Arts,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL029_L_1962_11_075_10_1_PF_04,Seine,avocat Cour,Rassemblement démocratique,18/11/1962,Divers droite républicaine
EL029_L_1962_11_075_10_1_PF_05,Seine,directeur entreprise,Centre national des indépendants,18/11/1962,CNIP / Indépendants et paysans
EL029_L_1962_11_075_10_1_PF_06,Seine,docteur,Union et fraternité française,18/11/1962,Divers historiques / protestataires
EL029_L_1962_11_075_11_1_PF_01,Seine,non mentionné,indépendant,18/11/1962,Indépendant
EL029_L_1962_11_075_11_1_PF_02,Seine,attaché CNRS,Parti socialiste unifié,18/11/1962,Parti socialiste unifié
EL029_L_1962_11_075_11_1_PF_03,Seine,écrivain,Parti communiste français,18/11/1962,Parti communiste français
EL029_L_1962_11_075_11_1_PF_04,Seine,entrepreneur,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL029_L_1962_11_075_11_1_PF_05,Seine,administrateur civil,centre gauche,18/11/1962,Centre
EL029_L_1962_11_075_11_1_PF_06,Seine,ingénieur divisionnaire Services Techniques ville,Centre national des indépendants,18/11/1962,CNIP / Indépendants et paysans
EL029_L_1962_11_075_11_1_PF_07,Seine,mineur fond,libre,18/11/1962,Sans parti
EL029_L_1962_11_075_12_1_PF_01,Seine,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,18/11/1962,SFIO
EL029_L_1962_11_075_12_1_PF_02,Seine,non mentionné,sans étiquette,18/11/1962,Sans parti
